"ID","IdadeResponsavel","RendaAntes","RendaMensal","NumeroFilhos","Vulneravel","EvasaoEscolar","TemInternet","SexoResponsavel","Regiao"
2661,41,1648.53,1900,3,"Sim","Sim","Sim","Feminino","Urbana"
2662,17,1186.27,1400,1,"Sim","Sim","Sim","Feminino","Rural"
2663,18,1108.28,1300,5,"Sim","Não","Não","Feminino","Urbana"
2664,49,1647.33,1800,1,"Sim","Sim","Sim","Feminino","Rural"
2665,43,2444.74,2600,1,"Sim","Não","Não","Feminino","Urbana"
2666,20,984.33,1200,0,"Não","Não","Não","Masculino","Urbana"
2667,28,1420.49,1600,1,"Não","Não","Sim","Feminino","Urbana"
2668,44,1962.92,2100,1,"Sim","Não","Sim","Feminino","Rural"
2669,40,918.46,1100,3,"Sim","Sim","Não","Feminino","Urbana"
2670,21,1100.95,1300,0,"Não","Não","Sim","Masculino","Rural"
2671,48,1873.86,2200,1,"Não","Sim","Sim","Feminino","Rural"
2672,36,1065.75,1300,1,"Não","Não","Não","Feminino","Urbana"
2673,52,1801.34,2000,4,"Não","Sim","Não","Feminino","Urbana"
2674,45,1095.26,1300,1,"Não","Não","Sim","Feminino","Rural"
2675,52,2300.73,2500,6,"Não","Não","Não","Feminino","Urbana"
2676,20,1999.25,2200,3,"Não","Não","Não","Feminino","Urbana"
2677,47,2383.41,2500,3,"Sim","Não","Não","Feminino","Urbana"
2678,51,1572.45,1700,2,"Não","Não","Sim","Masculino","Rural"
2679,45,2401.07,2600,2,"Não","Não","Sim","Masculino","Urbana"
2680,29,1473.58,1700,1,"Sim","Não","Sim","Feminino","Urbana"
2681,40,2101.75,2300,4,"Não","Sim","Não","Feminino","Urbana"
2682,21,1590.44,1800,5,"Não","Não","Não","Feminino","Urbana"
2683,34,2351.81,2600,1,"Não","Sim","Sim","Feminino","Urbana"
2684,33,2445.64,2700,0,"Não","Não","Não","Masculino","Urbana"
2685,43,1335.56,1500,1,"Não","Não","Não","Feminino","Rural"
2686,62,896.57,1100,4,"Sim","Não","Não","Feminino","Urbana"
2687,43,775.99,1000,3,"Sim","Sim","Não","Feminino","Urbana"
2688,36,1099.95,1300,4,"Sim","Sim","Não","Feminino","Urbana"
2689,49,432.23,600,1,"Sim","Sim","Não","Feminino","Urbana"
2690,48,2711.91,2800,2,"Sim","Sim","Não","Feminino","Urbana"
2691,42,1262.08,1500,3,"Não","Não","Sim","Masculino","Rural"
2692,33,787.17,1000,2,"Sim","Não","Sim","Masculino","Rural"
2693,46,559.56,700,2,"Sim","Não","Sim","Feminino","Urbana"
2694,47,1982.72,2100,4,"Sim","Sim","Não","Masculino","Urbana"
2695,43,839.69,1000,5,"Sim","Não","Sim","Masculino","Urbana"
2696,59,1682.35,1900,5,"Não","Não","Sim","Masculino","Rural"
2697,63,994.78,1100,2,"Sim","Sim","Sim","Feminino","Urbana"
2698,30,1152.9,1400,2,"Sim","Sim","Sim","Feminino","Urbana"
2699,44,1671.34,1900,1,"Sim","Sim","Sim","Masculino","Urbana"
2700,28,2894.43,3100,2,"Sim","Não","Sim","Masculino","Urbana"
2701,35,1683.45,1800,2,"Sim","Não","Sim","Feminino","Urbana"
2702,36,1840.03,2000,1,"Não","Sim","Sim","Feminino","Urbana"
2703,39,1290.14,1500,1,"Não","Não","Sim","Feminino","Urbana"
2704,58,346.77,0,2,"Sim","Sim","Não","Feminino","Urbana"
2705,32,2081.25,2300,2,"Não","Não","Sim","Feminino","Urbana"
2706,45,2304.81,2500,2,"Não","Não","Sim","Feminino","Urbana"
2707,48,2301.17,2500,3,"Sim","Não","Sim","Feminino","Rural"
2708,42,1218.81,1300,4,"Sim","Não","Não","Feminino","Urbana"
2709,46,728.43,1000,1,"Sim","Sim","Sim","Feminino","Urbana"
2710,33,1939.66,2100,2,"Não","Sim","Sim","Masculino","Urbana"
2711,35,176.25,400,3,"Sim","Não","Sim","Masculino","Rural"
2712,33,263.47,500,1,"Não","Não","Sim","Masculino","Rural"
2713,18,1097.99,1300,4,"Sim","Sim","Não","Feminino","Urbana"
2714,46,1624.39,1800,2,"Não","Não","Sim","Feminino","Urbana"
2715,36,392.57,600,4,"Sim","Não","Não","Feminino","Urbana"
2716,38,1133,1400,3,"Sim","Sim","Não","Feminino","Rural"
2717,47,893.12,1100,1,"Não","Não","Sim","Masculino","Urbana"
2718,40,1615.78,1800,4,"Não","Sim","Sim","Feminino","Urbana"
2719,39,271.71,500,1,"Não","Não","Sim","Feminino","Urbana"
2720,35,2582.55,2700,3,"Não","Sim","Não","Feminino","Rural"
2721,56,1284.11,1500,5,"Sim","Não","Não","Feminino","Urbana"
2722,41,2090.97,2400,1,"Não","Não","Não","Feminino","Urbana"
2723,41,1536.14,1800,1,"Não","Não","Sim","Feminino","Rural"
2724,50,232.41,200,2,"Sim","Não","Sim","Feminino","Urbana"
2725,44,1262.24,1500,3,"Sim","Sim","Não","Feminino","Urbana"
2726,31,2564.09,2800,4,"Não","Sim","Sim","Masculino","Urbana"
2727,36,1980.67,2300,1,"Não","Não","Sim","Masculino","Urbana"
2728,32,1714.44,1900,4,"Não","Não","Sim","Feminino","Urbana"
2729,23,2108.11,2300,2,"Não","Não","Sim","Masculino","Urbana"
2730,38,292.05,0,1,"Não","Não","Sim","Masculino","Urbana"
2731,46,1597.39,1800,2,"Não","Não","Sim","Masculino","Rural"
2732,35,2890.67,3100,1,"Não","Não","Sim","Feminino","Urbana"
2733,44,1050.69,1300,4,"Sim","Sim","Sim","Feminino","Urbana"
2734,48,2248.79,2300,0,"Não","Não","Sim","Feminino","Urbana"
2735,39,1146.72,1300,0,"Sim","Não","Sim","Feminino","Urbana"
2736,35,2175.91,2400,6,"Não","Não","Sim","Feminino","Urbana"
2737,33,1389.39,1600,2,"Não","Não","Sim","Masculino","Urbana"
2738,37,1676.03,1800,2,"Sim","Não","Sim","Feminino","Urbana"
2739,56,1162.37,1400,2,"Sim","Não","Sim","Feminino","Urbana"
2740,41,1948.51,2200,0,"Não","Não","Sim","Feminino","Rural"
2741,35,2426.54,2600,2,"Não","Não","Sim","Feminino","Urbana"
2742,35,2327.25,2500,3,"Não","Não","Sim","Masculino","Urbana"
2743,41,155.86,400,1,"Sim","Não","Sim","Feminino","Urbana"
2744,41,1398.01,1700,2,"Sim","Sim","Sim","Masculino","Urbana"
2745,53,426.21,700,1,"Não","Não","Sim","Feminino","Urbana"
2746,36,1899.09,2100,1,"Não","Não","Sim","Feminino","Rural"
2747,50,1917.51,2200,2,"Não","Não","Sim","Feminino","Urbana"
2748,34,2092.24,2200,3,"Não","Não","Sim","Feminino","Rural"
2749,42,1575.43,1800,2,"Não","Não","Sim","Feminino","Urbana"
2750,37,2320.2,2500,1,"Não","Não","Não","Masculino","Urbana"
2751,50,271.61,508.12,0,"Não","Não","Sim","Feminino","Urbana"
2752,54,1392.88,1600,3,"Sim","Não","Não","Masculino","Urbana"
2753,55,1439.92,1600,0,"Sim","Não","Sim","Feminino","Urbana"
2754,47,2132.7,2400,2,"Não","Não","Sim","Feminino","Urbana"
2755,35,1861.26,2100,1,"Não","Não","Sim","Feminino","Urbana"
2756,39,2580.39,2800,1,"Não","Não","Não","Feminino","Urbana"
2757,43,913.06,1100,2,"Sim","Sim","Não","Feminino","Rural"
2758,19,845.87,1000,3,"Sim","Sim","Não","Masculino","Urbana"
2759,54,1216.29,1500,5,"Não","Não","Sim","Masculino","Urbana"
2760,29,2053.12,2300,2,"Sim","Sim","Não","Feminino","Urbana"
2761,35,2403.39,2600,0,"Não","Não","Sim","Masculino","Urbana"
2762,53,2196.11,2300,1,"Não","Não","Sim","Feminino","Rural"
2763,44,1638.79,1800,3,"Não","Sim","Sim","Feminino","Urbana"
2764,45,1187.73,1400,0,"Não","Não","Sim","Masculino","Urbana"
2765,33,2469.51,2700,5,"Não","Não","Sim","Feminino","Urbana"
2766,24,1734.63,2000,4,"Não","Não","Não","Feminino","Rural"
2767,32,1863,2100,1,"Sim","Não","Não","Masculino","Urbana"
2768,45,1714.38,1900,0,"Não","Não","Não","Feminino","Rural"
2769,47,1313.29,1600,3,"Sim","Não","Sim","Masculino","Urbana"
2770,40,1606.84,1900,2,"Não","Sim","Sim","Masculino","Rural"
2771,36,2980.43,3200,3,"Não","Não","Sim","Feminino","Rural"
2772,44,786.62,1000,3,"Sim","Não","Sim","Feminino","Urbana"
2773,34,1258.84,1400,1,"Não","Não","Sim","Feminino","Urbana"
2774,45,1010.54,1200,1,"Sim","Sim","Não","Masculino","Urbana"
2775,29,1998.64,2200,1,"Não","Não","Sim","Feminino","Urbana"
2776,59,735.21,1000,2,"Sim","Não","Não","Feminino","Rural"
2777,13,1405.93,1600,5,"Não","Não","Não","Feminino","Urbana"
2778,54,2261.99,2500,2,"Não","Não","Sim","Feminino","Urbana"
2779,33,1777.36,2000,0,"Não","Não","Sim","Feminino","Rural"
2780,53,1579.32,1800,1,"Não","Não","Sim","Feminino","Urbana"
2781,25,2794.47,3000,1,"Não","Não","Sim","Masculino","Urbana"
2782,37,251.97,400,3,"Sim","Não","Sim","Masculino","Urbana"
2783,42,1459.8,1700,0,"Não","Sim","Sim","Feminino","Urbana"
2784,30,945.56,1100,0,"Não","Não","Não","Masculino","Urbana"
2785,35,2255.97,2400,3,"Não","Não","Sim","Feminino","Rural"
2786,45,1376.02,1700,0,"Não","Não","Sim","Masculino","Rural"
2787,45,1858.95,2100,1,"Não","Não","Sim","Feminino","Urbana"
2788,28,1526.7,1700,3,"Não","Não","Não","Feminino","Rural"
2789,30,2177.9,2400,4,"Não","Não","Não","Masculino","Urbana"
2790,42,1572.2,1800,3,"Não","Não","Sim","Feminino","Urbana"
2791,54,114.89,300,2,"Sim","Não","Não","Feminino","Urbana"
2792,47,1377.32,1600,0,"Não","Não","Sim","Feminino","Urbana"
2793,25,347.97,600,1,"Não","Não","Sim","Feminino","Urbana"
2794,33,866,1100,4,"Sim","Não","Não","Feminino","Urbana"
2795,22,989.35,1200,1,"Não","Não","Sim","Feminino","Urbana"
2796,48,1419.67,1600,2,"Não","Não","Sim","Feminino","Urbana"
2797,31,1527.87,1800,2,"Sim","Não","Não","Feminino","Urbana"
2798,40,1403.22,1600,1,"Não","Não","Sim","Masculino","Urbana"
2799,46,731.46,1000,2,"Sim","Sim","Não","Feminino","Urbana"
2800,39,2457.54,2700,3,"Não","Não","Sim","Feminino","Rural"
2801,32,1370.45,1500,2,"Não","Não","Sim","Feminino","Urbana"
2802,41,1715.89,1900,3,"Não","Sim","Não","Masculino","Urbana"
2803,27,1574.47,1800,0,"Não","Não","Sim","Feminino","Rural"
2804,64,2011.46,2200,1,"Não","Não","Não","Feminino","Urbana"
2805,15,408.62,600,1,"Não","Não","Sim","Feminino","Urbana"
2806,62,2397.99,2600,2,"Não","Não","Sim","Feminino","Urbana"
2807,46,1235.44,1500,3,"Sim","Não","Não","Feminino","Urbana"
2808,34,1928.76,2100,1,"Não","Não","Sim","Feminino","Urbana"
2809,43,1205.04,1400,1,"Sim","Não","Não","Feminino","Urbana"
2810,40,1968.07,2100,2,"Não","Não","Não","Feminino","Urbana"
2811,63,1636.54,1900,3,"Não","Não","Sim","Masculino","Rural"
2812,62,1540.36,1700,6,"Não","Não","Sim","Feminino","Urbana"
2813,48,1468.12,1700,4,"Não","Não","Sim","Masculino","Urbana"
2814,37,1163.18,1300,1,"Sim","Sim","Não","Feminino","Urbana"
2815,42,1155.11,1300,1,"Não","Não","Sim","Feminino","Urbana"
2816,32,1706.37,1900,0,"Não","Não","Não","Feminino","Urbana"
2817,30,1696.83,1900,2,"Não","Não","Não","Feminino","Urbana"
2818,37,1339.46,1500,1,"Não","Não","Sim","Feminino","Urbana"
2819,55,1293.31,1600,3,"Sim","Não","Sim","Feminino","Urbana"
2820,35,591.48,800,1,"Sim","Sim","Não","Masculino","Urbana"
2821,43,1370.24,1700,2,"Não","Não","Sim","Feminino","Urbana"
2822,53,2987,3100,1,"Sim","Não","Sim","Masculino","Urbana"
2823,44,2798,3000,1,"Não","Não","Sim","Masculino","Urbana"
2824,45,3031.27,3200,4,"Sim","Sim","Sim","Masculino","Urbana"
2825,33,2026.46,2300,2,"Não","Não","Não","Masculino","Urbana"
2826,41,2895.84,3100,2,"Não","Não","Sim","Feminino","Rural"
2827,30,1502.53,1700,1,"Não","Sim","Sim","Masculino","Urbana"
2828,32,1658.59,1900,0,"Não","Não","Sim","Feminino","Rural"
2829,28,1165.14,1400,1,"Não","Não","Sim","Feminino","Urbana"
2830,36,2322.55,2400,0,"Não","Não","Sim","Feminino","Urbana"
2831,43,778.3,1000,2,"Sim","Não","Sim","Feminino","Urbana"
2832,39,2688.01,2900,6,"Não","Não","Não","Masculino","Rural"
2833,30,2051.93,2200,3,"Não","Não","Sim","Masculino","Urbana"
2834,30,1767.28,2000,0,"Sim","Não","Sim","Feminino","Rural"
2835,27,2274.13,2500,3,"Não","Não","Sim","Feminino","Rural"
2836,44,990.13,1200,1,"Não","Não","Sim","Feminino","Urbana"
2837,43,1867.14,2000,3,"Não","Não","Sim","Feminino","Urbana"
2838,26,920.11,1100,3,"Sim","Sim","Não","Feminino","Urbana"
2839,23,1429.63,1600,1,"Não","Não","Não","Feminino","Urbana"
2840,39,2399.58,2600,3,"Não","Não","Sim","Masculino","Rural"
2841,35,2024.59,2200,1,"Não","Não","Não","Feminino","Urbana"
2842,28,2087.1,2200,5,"Sim","Não","Não","Masculino","Urbana"
2843,50,2207.52,2400,1,"Não","Não","Sim","Feminino","Urbana"
2844,39,642.02,800,0,"Não","Não","Sim","Masculino","Urbana"
2845,40,1710.24,1900,3,"Não","Não","Sim","Feminino","Urbana"
2846,46,2060.95,2300,1,"Não","Não","Sim","Feminino","Urbana"
2847,44,2879.05,3100,2,"Não","Sim","Sim","Masculino","Urbana"
2848,37,601.12,800,0,"Não","Não","Sim","Masculino","Urbana"
2849,29,2325.56,2500,1,"Sim","Sim","Sim","Masculino","Urbana"
2850,52,194.38,400,1,"Não","Não","Sim","Feminino","Urbana"
2851,23,758.46,1000,2,"Sim","Sim","Não","Masculino","Urbana"
2852,54,3193.51,3400,2,"Sim","Sim","Não","Feminino","Urbana"
2853,35,2342.28,2600,2,"Sim","Sim","Não","Feminino","Urbana"
2854,61,1476.47,1600,3,"Não","Sim","Sim","Masculino","Rural"
2855,38,1054.12,1300,6,"Sim","Não","Não","Feminino","Urbana"
2856,34,2084.04,2300,0,"Não","Não","Sim","Feminino","Rural"
2857,40,2069.07,2200,3,"Não","Não","Sim","Masculino","Rural"
2858,53,2186.15,2400,3,"Não","Não","Sim","Masculino","Urbana"
2859,22,2746.67,2900,0,"Não","Não","Sim","Feminino","Urbana"
2860,37,2331.89,2600,2,"Não","Não","Sim","Masculino","Urbana"
2861,43,762.48,1000,0,"Não","Não","Não","Feminino","Urbana"
2862,41,1792.52,2000,3,"Não","Não","Sim","Feminino","Urbana"
2863,41,1604.62,1800,1,"Não","Não","Sim","Feminino","Urbana"
2864,37,1149.55,1400,6,"Sim","Sim","Não","Feminino","Urbana"
2865,29,2429.09,2600,2,"Não","Não","Sim","Feminino","Rural"
2866,69,1154.91,1400,3,"Sim","Não","Não","Feminino","Rural"
2867,25,1447.04,1700,3,"Não","Não","Sim","Feminino","Urbana"
2868,50,946.69,1100,2,"Sim","Sim","Não","Feminino","Urbana"
2869,29,2138.68,2400,4,"Não","Sim","Não","Masculino","Urbana"
2870,20,1381.41,1600,3,"Não","Não","Sim","Masculino","Urbana"
2871,42,740.32,900,4,"Sim","Sim","Não","Masculino","Urbana"
2872,61,2781.19,3000,1,"Sim","Sim","Sim","Feminino","Urbana"
2873,46,2051.08,2300,1,"Não","Não","Sim","Masculino","Urbana"
2874,24,1641.41,1800,3,"Não","Não","Sim","Feminino","Urbana"
2875,33,1589.12,1800,4,"Não","Não","Sim","Feminino","Urbana"
2876,32,1772.01,1900,4,"Não","Sim","Sim","Masculino","Urbana"
2877,29,1006.27,1200,5,"Sim","Sim","Não","Feminino","Urbana"
2878,50,1737.95,1900,2,"Não","Não","Sim","Feminino","Rural"
2879,65,802.58,1100,2,"Sim","Não","Sim","Feminino","Urbana"
2880,25,1458.74,1600,6,"Sim","Não","Não","Feminino","Urbana"
2881,48,2360.01,2500,2,"Não","Não","Sim","Feminino","Urbana"
2882,29,1205.67,1400,1,"Não","Sim","Sim","Feminino","Urbana"
2883,51,1213.88,1400,1,"Sim","Não","Sim","Feminino","Urbana"
2884,42,2704.54,2800,3,"Não","Não","Sim","Masculino","Urbana"
2885,37,588.01,800,0,"Sim","Não","Não","Feminino","Urbana"
2886,47,1358.65,1600,3,"Não","Não","Sim","Feminino","Urbana"
2887,62,1645.6,1800,5,"Não","Não","Não","Feminino","Rural"
2888,54,2274.21,2500,2,"Não","Não","Sim","Masculino","Urbana"
2889,38,881.43,1100,0,"Não","Não","Sim","Feminino","Urbana"
2890,48,2142.71,2300,5,"Não","Não","Sim","Masculino","Urbana"
2891,29,1185.58,1400,2,"Sim","Sim","Não","Feminino","Urbana"
2892,44,1498.06,1700,7,"Não","Não","Não","Feminino","Urbana"
2893,50,1104.62,1300,3,"Sim","Não","Sim","Feminino","Urbana"
2894,45,1689.32,1900,4,"Não","Não","Sim","Feminino","Urbana"
2895,34,2250.38,2500,2,"Não","Não","Sim","Masculino","Rural"
2896,40,827.99,1000,1,"Sim","Não","Não","Masculino","Urbana"
2897,34,1986.83,2200,2,"Não","Não","Não","Masculino","Urbana"
2898,44,2759.86,3000,1,"Não","Não","Não","Feminino","Urbana"
2899,37,2142.33,2300,0,"Não","Não","Sim","Feminino","Urbana"
2900,38,510.01,700,1,"Sim","Não","Sim","Masculino","Rural"
2901,34,1289.14,1600,1,"Não","Não","Sim","Feminino","Rural"
2902,51,1817.12,2000,1,"Não","Não","Sim","Masculino","Urbana"
2903,43,239.37,509.85,2,"Sim","Não","Sim","Feminino","Urbana"
2904,30,1469.38,1600,0,"Não","Não","Sim","Masculino","Urbana"
2905,43,2271.62,2500,3,"Sim","Sim","Sim","Masculino","Urbana"
2906,35,1691.01,1900,3,"Não","Não","Sim","Feminino","Rural"
2907,41,1183.68,1400,0,"Não","Não","Sim","Masculino","Urbana"
2908,59,1915.73,2100,3,"Não","Não","Sim","Feminino","Urbana"
2909,30,1823.66,2100,4,"Não","Não","Sim","Feminino","Urbana"
2910,42,1013.39,1200,2,"Sim","Sim","Não","Feminino","Urbana"
2911,26,742.79,900,1,"Não","Não","Sim","Feminino","Urbana"
2912,46,2143.66,2300,2,"Não","Não","Sim","Feminino","Urbana"
2913,26,2921.14,3100,0,"Sim","Não","Não","Feminino","Rural"
2914,23,1332.15,1500,2,"Sim","Sim","Não","Feminino","Urbana"
2915,46,263.44,400,4,"Sim","Não","Sim","Masculino","Urbana"
2916,32,2438.48,2600,3,"Não","Não","Sim","Feminino","Urbana"
2917,20,1722.32,1900,4,"Não","Não","Não","Masculino","Urbana"
2918,27,1787.28,2000,1,"Não","Não","Sim","Feminino","Rural"
2919,51,1204.68,1400,1,"Não","Não","Sim","Masculino","Urbana"
2920,42,1384.84,1700,0,"Não","Não","Sim","Feminino","Urbana"
2921,42,2779.93,3000,5,"Não","Não","Sim","Masculino","Urbana"
2922,49,2935.17,3200,3,"Não","Não","Sim","Masculino","Urbana"
2923,42,2481.55,2600,0,"Não","Sim","Sim","Feminino","Urbana"
2924,8,4149.21,4400,2,"Não","Não","Sim","Feminino","Rural"
2925,40,3419.9,3600,2,"Não","Não","Sim","Feminino","Rural"
2926,26,1949,2200,1,"Não","Sim","Sim","Masculino","Urbana"
2927,31,1205.06,1400,1,"Não","Sim","Sim","Feminino","Rural"
2928,24,1473.23,1600,1,"Sim","Não","Não","Feminino","Urbana"
2929,44,645.34,900,1,"Não","Não","Sim","Feminino","Urbana"
2930,63,2042.22,2300,1,"Não","Não","Sim","Feminino","Urbana"
2931,45,2123.72,2300,2,"Não","Não","Sim","Feminino","Urbana"
2932,59,1659.45,1800,1,"Não","Não","Sim","Feminino","Urbana"
2933,38,1950.71,2200,4,"Sim","Sim","Não","Feminino","Rural"
2934,35,1385.74,1600,5,"Não","Não","Sim","Feminino","Urbana"
2935,48,651.17,900,1,"Não","Não","Sim","Feminino","Urbana"
2936,27,1595.5,1800,0,"Não","Não","Não","Masculino","Urbana"
2937,27,396.05,600,2,"Sim","Sim","Não","Feminino","Urbana"
2938,10,1223.22,1400,1,"Não","Não","Sim","Masculino","Urbana"
2939,18,1392.65,1600,2,"Sim","Sim","Não","Masculino","Rural"
2940,36,709.72,900,1,"Não","Não","Sim","Feminino","Urbana"
2941,41,2083.47,2300,1,"Não","Não","Sim","Feminino","Urbana"
2942,37,2001.11,2200,2,"Não","Não","Sim","Feminino","Urbana"
2943,21,1154.03,1400,3,"Sim","Não","Sim","Feminino","Rural"
2944,28,2876.06,3000,4,"Não","Não","Sim","Feminino","Urbana"
2945,32,1022.07,1300,2,"Sim","Não","Não","Feminino","Rural"
2946,49,1278.69,1500,3,"Não","Não","Sim","Feminino","Urbana"
2947,43,1393.98,1600,2,"Não","Não","Sim","Feminino","Rural"
2948,32,1686.45,1900,3,"Não","Não","Sim","Feminino","Urbana"
2949,24,1102.54,1300,4,"Sim","Não","Sim","Feminino","Urbana"
2950,38,2067.09,2200,1,"Sim","Sim","Não","Masculino","Urbana"
2951,22,226.89,400,3,"Sim","Não","Não","Feminino","Urbana"
2952,33,1250.43,1500,4,"Não","Não","Sim","Masculino","Rural"
2953,37,860.06,1000,3,"Sim","Sim","Não","Feminino","Urbana"
2954,52,1413.54,1700,6,"Não","Não","Sim","Feminino","Urbana"
2955,49,1588.51,1700,1,"Não","Não","Sim","Masculino","Rural"
2956,42,1727.39,1900,2,"Sim","Sim","Não","Feminino","Urbana"
2957,38,1964,2100,0,"Sim","Não","Sim","Feminino","Rural"
2958,35,2546.2,2800,5,"Sim","Não","Não","Feminino","Rural"
2959,46,1396.28,1600,2,"Não","Não","Sim","Masculino","Urbana"
2960,26,409.96,600,1,"Não","Não","Não","Feminino","Urbana"
2961,36,1027.05,1300,2,"Sim","Sim","Sim","Feminino","Urbana"
2962,52,2366.96,2600,3,"Sim","Não","Sim","Feminino","Urbana"
2963,32,1000.23,1200,2,"Sim","Sim","Não","Feminino","Urbana"
2964,25,2193.35,2400,5,"Não","Não","Sim","Masculino","Urbana"
2965,40,1411.45,1600,1,"Sim","Sim","Não","Feminino","Urbana"
2966,43,2336.12,2500,0,"Não","Não","Sim","Feminino","Urbana"
2967,57,1852.43,2000,3,"Não","Sim","Sim","Masculino","Urbana"
2968,31,1419.56,1700,2,"Sim","Não","Não","Feminino","Rural"
2969,35,1680.59,1800,1,"Não","Não","Não","Feminino","Urbana"
2970,52,695.15,900,2,"Sim","Não","Sim","Masculino","Urbana"
2971,37,876.48,1000,2,"Sim","Sim","Sim","Masculino","Urbana"
2972,43,1270.84,1500,0,"Não","Não","Sim","Feminino","Urbana"
2973,45,501.54,700,1,"Sim","Sim","Não","Masculino","Rural"
2974,53,1554.88,1800,2,"Não","Não","Sim","Masculino","Urbana"
2975,49,1851.77,2100,3,"Não","Não","Sim","Feminino","Rural"
2976,40,920.03,1100,0,"Não","Não","Sim","Feminino","Rural"
2977,27,1477.76,1700,2,"Não","Não","Sim","Feminino","Urbana"
2978,39,2359.33,2600,2,"Sim","Sim","Não","Masculino","Rural"
2979,47,1202.79,1400,2,"Sim","Não","Sim","Feminino","Rural"
2980,53,1520.4,1700,5,"Sim","Não","Não","Feminino","Urbana"
2981,47,2457.16,2600,2,"Sim","Sim","Não","Feminino","Urbana"
2982,25,746.46,900,1,"Não","Não","Sim","Feminino","Rural"
2983,41,285.29,500,1,"Não","Não","Não","Masculino","Urbana"
2984,29,2977.75,3200,3,"Sim","Sim","Não","Feminino","Urbana"
2985,35,2304.85,2600,2,"Sim","Não","Sim","Feminino","Urbana"
2986,29,1087.1,1300,2,"Sim","Não","Sim","Masculino","Urbana"
2987,57,305.84,518.81,3,"Sim","Sim","Sim","Masculino","Rural"
2988,38,1618.39,1800,0,"Não","Não","Sim","Masculino","Urbana"
2989,59,3013.83,3200,3,"Não","Não","Sim","Feminino","Urbana"
2990,23,1669.9,1900,1,"Não","Não","Sim","Feminino","Urbana"
2991,32,1986.48,2100,1,"Não","Não","Sim","Feminino","Urbana"
2992,48,2419.17,2600,1,"Sim","Sim","Não","Feminino","Urbana"
